ase_id,chr,strand,out_donor,out_acceptor,in_junction
12@+@25079462^25079702-@25079461^25079463-25079702^25079704-,12,+,25079462^,25079702-,25079461^25079463-25079702^25079704-
12@+@25079462^25079656-@25079461^25079463-25079656^25079658-,12,+,25079462^,25079656-,25079461^25079463-25079656^25079658-
12@-@53507373^53507142-@53507375^53507373-53507143^53507141-,12,-,53507373^,53507142-,53507375^53507373-53507143^53507141-
12@-@52813848^52813728-@52813850^52813848-52813729^52813727-,12,-,52813848^,52813728-,52813850^52813848-52813729^52813727-
12@+@52950410^52950750-@52950409^52950411-52950750^52950752-,12,+,52950410^,52950750-,52950409^52950411-52950750^52950752-
12@-@52901159^52900683-@52901161^52901159-52900684^52900682-,12,-,52901159^,52900683-,52901161^52901159-52900684^52900682-
12@-@52901864^52901219-@52901866^52901864-52901220^52901218-,12,-,52901864^,52901219-,52901866^52901864-52901220^52901218-
12@-@21818150^21817307-@21818152^21818150-21817308^21817306-,12,-,21818150^,21817307-,21818152^21818150-21817308^21817306-
12@-@21925942^21923856-@21925944^21925942-21923857^21923855-,12,-,21925942^,21923856-,21925944^21925942-21923857^21923855-
12@-@49032513^49031312-@49032515^49032513-49031313^49031311-,12,-,49032513^,49031312-,49032515^49032513-49031313^49031311-
12@-@49030601^49030439-@49030603^49030601-49030440^49030438-,12,-,49030601^,49030439-,49030603^49030601-49030440^49030438-
12@-@49030601^49030373-@49030603^49030601-49030374^49030372-,12,-,49030601^,49030373-,49030603^49030601-49030374^49030372-
12@-@49030601^49030370-@49030603^49030601-49030371^49030369-,12,-,49030601^,49030370-,49030603^49030601-49030371^49030369-
12@-@94412517^94412429-@94412519^94412517-94412430^94412428-,12,-,94412517^,94412429-,94412519^94412517-94412430^94412428-
12@-@124913321^124912180-@124913323^124913321-124912181^124912179-,12,-,124913321^,124912180-,124913323^124913321-124912181^124912179-
12@-@121445275^121444536-@121445277^121445275-121444537^121444535-,12,-,121445275^,121444536-,121445277^121445275-121444537^121444535-
12@-@121440816^121440075-@121440818^121440816-121440076^121440074-,12,-,121440816^,121440075-,121440818^121440816-121440076^121440074-
12@-@121430277^121430163-@121430279^121430277-121430164^121430162-,12,-,121430277^,121430163-,121430279^121430277-121430164^121430162-
12@+@121222166^121222947-@121222165^121222167-121222947^121222949-,12,+,121222166^,121222947-,121222165^121222167-121222947^121222949-
12@+@121228866^121228963-@121228865^121228867-121228963^121228965-,12,+,121228866^,121228963-,121228865^121228867-121228963^121228965-
12@+@121232676^121232997-@121232675^121232677-121232997^121232999-,12,+,121232676^,121232997-,121232675^121232677-121232997^121232999-
12@-@11353790^11353390-@11353792^11353790-11353391^11353389-,12,-,11353790^,11353390-,11353792^11353790-11353391^11353389-
12@-@11353790^11353330-@11353792^11353790-11353331^11353329-,12,-,11353790^,11353330-,11353792^11353790-11353331^11353329-
12@-@103268858^103267886-@103268860^103268858-103267887^103267885-,12,-,103268858^,103267886-,103268860^103268858-103267887^103267885-
12@+@130872617^130872836-@130872616^130872618-130872836^130872838-,12,+,130872617^,130872836-,130872616^130872618-130872836^130872838-
12@+@130872629^130872836-@130872628^130872630-130872836^130872838-,12,+,130872629^,130872836-,130872628^130872630-130872836^130872838-
12@+@63785072^63786803-@63785071^63785073-63786803^63786805-,12,+,63785072^,63786803-,63785071^63785073-63786803^63786805-
12@-@121796191^121795726-@121796193^121796191-121795727^121795725-,12,-,121796191^,121795726-,121796193^121796191-121795727^121795725-
12@-@120199310^120199205-@120199312^120199310-120199206^120199204-,12,-,120199310^,120199205-,120199312^120199310-120199206^120199204-
12@-@120216841^120216581-@120216843^120216841-120216582^120216580-,12,-,120216841^,120216581-,120216843^120216841-120216582^120216580-
12@-@57807590^57807489-@57807592^57807590-57807490^57807488-,12,-,57807590^,57807489-,57807592^57807590-57807490^57807488-
12@+@9692931^9693825-@9692930^9692932-9693825^9693827-,12,+,9692931^,9693825-,9692930^9692932-9693825^9693827-
12@+@9979064^9979336-@9979063^9979065-9979336^9979338-,12,+,9979064^,9979336-,9979063^9979065-9979336^9979338-
12@-@132775066^132774320-@132775068^132775066-132774321^132774319-,12,-,132775066^,132774320-,132775068^132775066-132774321^132774319-
12@-@132775141^132774320-@132775143^132775141-132774321^132774319-,12,-,132775141^,132774320-,132775143^132775141-132774321^132774319-
12@-@132772693^132770524-@132772695^132772693-132770525^132770523-,12,-,132772693^,132770524-,132772695^132772693-132770525^132770523-
12@-@113128065^113127873-@113128067^113128065-113127874^113127872-,12,-,113128065^,113127873-,113128067^113128065-113127874^113127872-
12@-@113119362^113119259-@113119364^113119362-113119260^113119258-,12,-,113119362^,113119259-,113119364^113119362-113119260^113119258-
12@-@11267645^11267518-@11267647^11267645-11267519^11267517-,12,-,11267645^,11267518-,11267647^11267645-11267519^11267517-
12@-@56323062^56322758-@56323064^56323062-56322759^56322757-,12,-,56323062^,56322758-,56323064^56323062-56322759^56322757-
12@-@56319308^56319181-@56319310^56319308-56319182^56319180-,12,-,56319308^,56319181-,56319310^56319308-56319182^56319180-
12@-@25955138^25953076-@25955140^25955138-25953077^25953075-,12,-,25955138^,25953076-,25955140^25955138-25953077^25953075-
12@-@30720811^30719225-@30720813^30720811-30719226^30719224-,12,-,30720811^,30719225-,30720813^30720811-30719226^30719224-
12@-@30716508^30715141-@30716510^30716508-30715142^30715140-,12,-,30716508^,30715141-,30716510^30716508-30715142^30715140-
12@-@30716508^30715144-@30716510^30716508-30715145^30715143-,12,-,30716508^,30715144-,30716510^30716508-30715145^30715143-
12@-@30716508^30715081-@30716510^30716508-30715082^30715080-,12,-,30716508^,30715081-,30716510^30716508-30715082^30715080-
12@+@50885388^50887262-@50885387^50885389-50887262^50887264-,12,+,50885388^,50887262-,50885387^50885389-50887262^50887264-
12@+@56154840^56155055-@56154839^56154841-56155055^56155057-,12,+,56154840^,56155055-,56154839^56154841-56155055^56155057-
12@+@56157735^56157882-@56157734^56157736-56157882^56157884-,12,+,56157735^,56157882-,56157734^56157736-56157882^56157884-
12@-@8605215^8604922-@8605217^8605215-8604923^8604921-,12,-,8605215^,8604922-,8605217^8605215-8604923^8604921-
12@-@8605215^8604892-@8605217^8605215-8604893^8604891-,12,-,8605215^,8604892-,8605217^8605215-8604893^8604891-
12@+@8090036^8090195-@8090035^8090037-8090195^8090197-,12,+,8090036^,8090195-,8090035^8090037-8090195^8090197-
12@+@8090299^8091840-@8090298^8090300-8091840^8091842-,12,+,8090299^,8091840-,8090298^8090300-8091840^8091842-
12@+@8090299^8091769-@8090298^8090300-8091769^8091771-,12,+,8090299^,8091769-,8090298^8090300-8091769^8091771-
12@+@8091850^8092676-@8091849^8091851-8092676^8092678-,12,+,8091850^,8092676-,8091849^8091851-8092676^8092678-
12@+@8091850^8092676-@8091849^8091851-8092676^8092678-,12,+,8091850^,8092676-,8091849^8091851-8092676^8092678-
12@+@8090343^8092676-@8090342^8090344-8092676^8092678-,12,+,8090343^,8092676-,8090342^8090344-8092676^8092678-
12@+@8091850^8092676-@8091849^8091851-8092676^8092678-,12,+,8091850^,8092676-,8091849^8091851-8092676^8092678-
12@+@8090299^8092676-@8090298^8090300-8092676^8092678-,12,+,8090299^,8092676-,8090298^8090300-8092676^8092678-
12@+@8090299^8091840-@8090298^8090300-8091840^8091842-,12,+,8090299^,8091840-,8090298^8090300-8091840^8091842-
12@+@8090299^8091769-@8090298^8090300-8091769^8091771-,12,+,8090299^,8091769-,8090298^8090300-8091769^8091771-
12@+@8092784^8092872-@8092783^8092785-8092872^8092874-,12,+,8092784^,8092872-,8092783^8092785-8092872^8092874-
12@+@8092784^8092872-@8092783^8092785-8092872^8092874-,12,+,8092784^,8092872-,8092783^8092785-8092872^8092874-
12@+@8091850^8092676-@8091849^8091851-8092676^8092678-,12,+,8091850^,8092676-,8091849^8091851-8092676^8092678-
12@+@8092784^8092872-@8092783^8092785-8092872^8092874-,12,+,8092784^,8092872-,8092783^8092785-8092872^8092874-
12@+@8090299^8092872-@8090298^8090300-8092872^8092874-,12,+,8090299^,8092872-,8090298^8090300-8092872^8092874-
12@+@8090299^8091769-@8090298^8090300-8091769^8091771-,12,+,8090299^,8091769-,8090298^8090300-8091769^8091771-
12@+@29309230^29311028-@29309229^29309231-29311028^29311030-,12,+,29309230^,29311028-,29309229^29309231-29311028^29311030-
12@+@29311146^29311883-@29311145^29311147-29311883^29311885-,12,+,29311146^,29311883-,29311145^29311147-29311883^29311885-
12@+@13080914^13083003-@13080913^13080915-13083003^13083005-,12,+,13080914^,13083003-,13080913^13080915-13083003^13083005-
12@-@52180903^52180608-@52180905^52180903-52180609^52180607-,12,-,52180903^,52180608-,52180905^52180903-52180609^52180607-
12@-@52490858^52490733-@52490860^52490858-52490734^52490732-,12,-,52490858^,52490733-,52490860^52490858-52490734^52490732-
12@-@52518103^52517992-@52518105^52518103-52517993^52517991-,12,-,52518103^,52517992-,52518105^52518103-52517993^52517991-
12@-@52585963^52585835-@52585965^52585963-52585836^52585834-,12,-,52585963^,52585835-,52585965^52585963-52585836^52585834-
12@-@52611204^52610835-@52611206^52611204-52610836^52610834-,12,-,52611204^,52610835-,52611206^52611204-52610836^52610834-
12@-@56420813^56420687-@56420815^56420813-56420688^56420686-,12,-,56420813^,56420687-,56420815^56420813-56420688^56420686-
12@-@56356521^56356218-@56356523^56356521-56356219^56356217-,12,-,56356521^,56356218-,56356523^56356521-56356219^56356217-
12@-@56356441^56356285-@56356443^56356441-56356286^56356284-,12,-,56356441^,56356285-,56356443^56356441-56356286^56356284-
12@-@56356441^56356281-@56356443^56356441-56356282^56356280-,12,-,56356441^,56356281-,56356443^56356441-56356282^56356280-
12@-@56355708^56355532-@56355710^56355708-56355533^56355531-,12,-,56355708^,56355532-,56355710^56355708-56355533^56355531-
12@-@56355276^56354863-@56355278^56355276-56354864^56354862-,12,-,56355276^,56354863-,56355278^56355276-56354864^56354862-
12@-@56355089^56354863-@56355091^56355089-56354864^56354862-,12,-,56355089^,56354863-,56355091^56355089-56354864^56354862-
12@-@56354990^56354863-@56354992^56354990-56354864^56354862-,12,-,56354990^,56354863-,56354992^56354990-56354864^56354862-
12@-@56355072^56354897-@56355074^56355072-56354898^56354896-,12,-,56355072^,56354897-,56355074^56355072-56354898^56354896-
12@-@56350412^56350190-@56350414^56350412-56350191^56350189-,12,-,56350412^,56350190-,56350414^56350412-56350191^56350189-
12@-@56350097^56349636-@56350099^56350097-56349637^56349635-,12,-,56350097^,56349636-,56350099^56350097-56349637^56349635-
12@-@56349589^56349509-@56349591^56349589-56349510^56349508-,12,-,56349589^,56349509-,56349591^56349589-56349510^56349508-
12@-@56350097^56349509-@56350099^56350097-56349510^56349508-,12,-,56350097^,56349509-,56350099^56350097-56349510^56349508-
12@-@56350097^56349636-@56350099^56350097-56349637^56349635-,12,-,56350097^,56349636-,56350099^56350097-56349637^56349635-
12@-@56349589^56349509-@56349591^56349589-56349510^56349508-,12,-,56349589^,56349509-,56349591^56349589-56349510^56349508-
12@-@56349345^56348804-@56349347^56349345-56348805^56348803-,12,-,56349345^,56348804-,56349347^56349345-56348805^56348803-
12@-@56349345^56348851-@56349347^56349345-56348852^56348850-,12,-,56349345^,56348851-,56349347^56349345-56348852^56348850-
12@-@56349426^56348851-@56349428^56349426-56348852^56348850-,12,-,56349426^,56348851-,56349428^56349426-56348852^56348850-
12@-@56348752^56348623-@56348754^56348752-56348624^56348622-,12,-,56348752^,56348623-,56348754^56348752-56348624^56348622-
12@-@56346819^56346624-@56346821^56346819-56346625^56346623-,12,-,56346819^,56346624-,56346821^56346819-56346625^56346623-
12@-@56346819^56346652-@56346821^56346819-56346653^56346651-,12,-,56346819^,56346652-,56346821^56346819-56346653^56346651-
12@-@56343304^56342869-@56343306^56343304-56342870^56342868-,12,-,56343304^,56342869-,56343306^56343304-56342870^56342868-
12@-@56343825^56343531-@56343827^56343825-56343532^56343530-,12,-,56343825^,56343531-,56343827^56343825-56343532^56343530-
12@-@56343825^56343531-@56343827^56343825-56343532^56343530-,12,-,56343825^,56343531-,56343827^56343825-56343532^56343530-
12@-@6333367^6333147-@6333369^6333367-6333148^6333146-,12,-,6333367^,6333147-,6333369^6333367-6333148^6333146-
12@-@6331876^6330926-@6331878^6331876-6330927^6330925-,12,-,6331876^,6330926-,6331878^6331876-6330927^6330925-
12@-@6331876^6330960-@6331878^6331876-6330961^6330959-,12,-,6331876^,6330960-,6331878^6331876-6330961^6330959-
12@-@6330267^6330066-@6330269^6330267-6330067^6330065-,12,-,6330267^,6330066-,6330269^6330267-6330067^6330065-
12@-@124335135^124334617-@124335137^124335135-124334618^124334616-,12,-,124335135^,124334617-,124335137^124335135-124334618^124334616-
12@-@49566722^49566215-@49566724^49566722-49566216^49566214-,12,-,49566722^,49566215-,49566724^49566722-49566216^49566214-
12@+@49633124^49633427-@49633123^49633125-49633427^49633429-,12,+,49633124^,49633427-,49633123^49633125-49633427^49633429-
12@+@49642372^49642580-@49642371^49642373-49642580^49642582-,12,+,49642372^,49642580-,49642371^49642373-49642580^49642582-
12@+@122981299^122981571-@122981298^122981300-122981571^122981573-,12,+,122981299^,122981571-,122981298^122981300-122981571^122981573-
12@+@122981299^122981595-@122981298^122981300-122981595^122981597-,12,+,122981299^,122981595-,122981298^122981300-122981595^122981597-
12@+@122981266^122981571-@122981265^122981267-122981571^122981573-,12,+,122981266^,122981571-,122981265^122981267-122981571^122981573-
12@+@122981266^122981595-@122981265^122981267-122981595^122981597-,12,+,122981266^,122981595-,122981265^122981267-122981595^122981597-
12@+@122982074^122982469-@122982073^122982075-122982469^122982471-,12,+,122982074^,122982469-,122982073^122982075-122982469^122982471-
12@+@122982538^122982620-@122982537^122982539-122982620^122982622-,12,+,122982538^,122982620-,122982537^122982539-122982620^122982622-
12@+@122982538^122982620-@122982537^122982539-122982620^122982622-,12,+,122982538^,122982620-,122982537^122982539-122982620^122982622-
12@+@7062682^7062890-@7062681^7062683-7062890^7062892-,12,+,7062682^,7062890-,7062681^7062683-7062890^7062892-
12@+@7063067^7064267-@7063066^7063068-7064267^7064269-,12,+,7063067^,7064267-,7063066^7063068-7064267^7064269-
12@+@7063067^7064267-@7063066^7063068-7064267^7064269-,12,+,7063067^,7064267-,7063066^7063068-7064267^7064269-
12@+@7062682^7062890-@7062681^7062683-7062890^7062892-,12,+,7062682^,7062890-,7062681^7062683-7062890^7062892-
12@+@7064392^7065100-@7064391^7064393-7065100^7065102-,12,+,7064392^,7065100-,7064391^7064393-7065100^7065102-
12@+@7065970^7066518-@7065969^7065971-7066518^7066520-,12,+,7065970^,7066518-,7065969^7065971-7066518^7066520-
12@+@7066633^7067039-@7066632^7066634-7067039^7067041-,12,+,7066633^,7067039-,7066632^7066634-7067039^7067041-
12@+@121626865^121626871-@121626864^121626866-121626871^121626873-,12,+,121626865^,121626871-,121626864^121626866-121626871^121626873-
12@+@2817318^2817909-@2817317^2817319-2817909^2817911-,12,+,2817318^,2817909-,2817317^2817319-2817909^2817911-
12@+@3550091^3553651-@3550090^3550092-3553651^3553653-,12,+,3550091^,3553651-,3550090^3550092-3553651^3553653-
12@+@122975867^122976654-@122975866^122975868-122976654^122976656-,12,+,122975867^,122976654-,122975866^122975868-122976654^122976656-
12@+@122975867^122976601-@122975866^122975868-122976601^122976603-,12,+,122975867^,122976601-,122975866^122975868-122976601^122976603-
12@+@122978359^122978442-@122978358^122978360-122978442^122978444-,12,+,122978359^,122978442-,122978358^122978360-122978442^122978444-
12@-@49101129^49100454-@49101131^49101129-49100455^49100453-,12,-,49101129^,49100454-,49101131^49101129-49100455^49100453-
12@+@57694926^57695780-@57694925^57694927-57695780^57695782-,12,+,57694926^,57695780-,57694925^57694927-57695780^57695782-
12@+@57695976^57696275-@57695975^57695977-57696275^57696277-,12,+,57695976^,57696275-,57695975^57695977-57696275^57696277-
12@+@57696038^57696275-@57696037^57696039-57696275^57696277-,12,+,57696038^,57696275-,57696037^57696039-57696275^57696277-
12@+@57715970^57716103-@57715969^57715971-57716103^57716105-,12,+,57715970^,57716103-,57715969^57715971-57716103^57716105-
12@+@57715970^57716092-@57715969^57715971-57716092^57716094-,12,+,57715970^,57716092-,57715969^57715971-57716092^57716094-
12@+@57715970^57716089-@57715969^57715971-57716089^57716091-,12,+,57715970^,57716089-,57715969^57715971-57716089^57716091-
12@+@57716193^57716412-@57716192^57716194-57716412^57716414-,12,+,57716193^,57716412-,57716192^57716194-57716412^57716414-
12@+@57716193^57716382-@57716192^57716194-57716382^57716384-,12,+,57716193^,57716382-,57716192^57716194-57716382^57716384-
12@+@57716193^57716412-@57716192^57716194-57716412^57716414-,12,+,57716193^,57716412-,57716192^57716194-57716412^57716414-
12@+@57716193^57716412-@57716192^57716194-57716412^57716414-,12,+,57716193^,57716412-,57716192^57716194-57716412^57716414-
12@+@57715970^57716092-@57715969^57715971-57716092^57716094-,12,+,57715970^,57716092-,57715969^57715971-57716092^57716094-
12@+@57715970^57716089-@57715969^57715971-57716089^57716091-,12,+,57715970^,57716089-,57715969^57715971-57716089^57716091-
12@+@57717958^57718146-@57717957^57717959-57718146^57718148-,12,+,57717958^,57718146-,57717957^57717959-57718146^57718148-
12@+@57719182^57720099-@57719181^57719183-57720099^57720101-,12,+,57719182^,57720099-,57719181^57719183-57720099^57720101-
12@+@97492606^97493875-@97492605^97492607-97493875^97493877-,12,+,97492606^,97493875-,97492605^97492607-97493875^97493877-
12@+@97564328^97564738-@97564327^97564329-97564738^97564740-,12,+,97564328^,97564738-,97564327^97564329-97564738^97564740-
12@-@125967194^125966908-@125967196^125967194-125966909^125966907-,12,-,125967194^,125966908-,125967196^125967194-125966909^125966907-
12@-@125963011^125961981-@125963013^125963011-125961982^125961980-,12,-,125963011^,125961981-,125963013^125963011-125961982^125961980-
12@-@111840333^111840003-@111840335^111840333-111840004^111840002-,12,-,111840333^,111840003-,111840335^111840333-111840004^111840002-
12@-@111840333^111840003-@111840335^111840333-111840004^111840002-,12,-,111840333^,111840003-,111840335^111840333-111840004^111840002-
12@-@57936051^57935914-@57936053^57936051-57935915^57935913-,12,-,57936051^,57935914-,57936053^57936051-57935915^57935913-
12@-@6448037^6447087-@6448039^6448037-6447088^6447086-,12,-,6448037^,6447087-,6448039^6448037-6447088^6447086-
12@-@53045961^53045653-@53045963^53045961-53045654^53045652-,12,-,53045961^,53045653-,53045963^53045961-53045654^53045652-
12@+@55831083^55831257-@55831082^55831084-55831257^55831259-,12,+,55831083^,55831257-,55831082^55831084-55831257^55831259-
12@+@55833014^55833447-@55833013^55833015-55833447^55833449-,12,+,55833014^,55833447-,55833013^55833015-55833447^55833449-
12@+@55833038^55833447-@55833037^55833039-55833447^55833449-,12,+,55833038^,55833447-,55833037^55833039-55833447^55833449-
12@+@55835615^55836126-@55835614^55835616-55836126^55836128-,12,+,55835615^,55836126-,55835614^55835616-55836126^55836128-
12@+@120209934^120210086-@120209933^120209935-120210086^120210088-,12,+,120209934^,120210086-,120209933^120209935-120210086^120210088-
12@+@47719272^47719605-@47719271^47719273-47719605^47719607-,12,+,47719272^,47719605-,47719271^47719273-47719605^47719607-
12@+@47719272^47719600-@47719271^47719273-47719600^47719602-,12,+,47719272^,47719600-,47719271^47719273-47719600^47719602-
12@-@47216384^47216264-@47216386^47216384-47216265^47216263-,12,-,47216384^,47216264-,47216386^47216384-47216265^47216263-
12@-@47206511^47206069-@47206513^47206511-47206070^47206068-,12,-,47206511^,47206069-,47206513^47206511-47206070^47206068-
12@-@47206511^47206145-@47206513^47206511-47206146^47206144-,12,-,47206511^,47206145-,47206513^47206511-47206146^47206144-
12@-@47206511^47206169-@47206513^47206511-47206170^47206168-,12,-,47206511^,47206169-,47206513^47206511-47206170^47206168-
12@-@47206511^47206069-@47206513^47206511-47206070^47206068-,12,-,47206511^,47206069-,47206513^47206511-47206070^47206068-
12@-@47206511^47206145-@47206513^47206511-47206146^47206144-,12,-,47206511^,47206145-,47206513^47206511-47206146^47206144-
12@-@48837942^48837657-@48837944^48837942-48837658^48837656-,12,-,48837942^,48837657-,48837944^48837942-48837658^48837656-
12@-@48837524^48837393-@48837526^48837524-48837394^48837392-,12,-,48837524^,48837393-,48837526^48837524-48837394^48837392-
12@-@48836894^48836794-@48836896^48836894-48836795^48836793-,12,-,48836894^,48836794-,48836896^48836894-48836795^48836793-
12@-@48832078^48831316-@48832080^48832078-48831317^48831315-,12,-,48832078^,48831316-,48832080^48832078-48831317^48831315-
12@+@6974693^6975090-@6974692^6974694-6975090^6975092-,12,+,6974693^,6975090-,6974692^6974694-6975090^6975092-
12@-@132141850^132141606-@132141852^132141850-132141607^132141605-,12,-,132141850^,132141606-,132141852^132141850-132141607^132141605-
12@-@132142119^132141956-@132142121^132142119-132141957^132141955-,12,-,132142119^,132141956-,132142121^132142119-132141957^132141955-
12@-@132141275^132141020-@132141277^132141275-132141021^132141019-,12,-,132141275^,132141020-,132141277^132141275-132141021^132141019-
12@-@132141103^132141020-@132141105^132141103-132141021^132141019-,12,-,132141103^,132141020-,132141105^132141103-132141021^132141019-
12@+@32705863^32706690-@32705862^32705864-32706690^32706692-,12,+,32705863^,32706690-,32705862^32705864-32706690^32706692-
12@+@32706237^32707367-@32706236^32706238-32707367^32707369-,12,+,32706237^,32707367-,32706236^32706238-32707367^32707369-
12@+@32706814^32707367-@32706813^32706815-32707367^32707369-,12,+,32706814^,32707367-,32706813^32706815-32707367^32707369-
12@+@32705863^32707367-@32705862^32705864-32707367^32707369-,12,+,32705863^,32707367-,32705862^32705864-32707367^32707369-
12@+@32738053^32738264-@32738052^32738054-32738264^32738266-,12,+,32738053^,32738264-,32738052^32738054-32738264^32738266-
12@+@32737942^32738264-@32737941^32737943-32738264^32738266-,12,+,32737942^,32738264-,32737941^32737943-32738264^32738266-
12@-@57765297^57765211-@57765299^57765297-57765212^57765210-,12,-,57765297^,57765211-,57765299^57765297-57765212^57765210-
12@-@144309^143409-@144311^144309-143410^143408-,12,-,144309^,143409-,144311^144309-143410^143408-
12@-@100157349^100157256-@100157351^100157349-100157257^100157255-,12,-,100157349^,100157256-,100157351^100157349-100157257^100157255-
12@-@100157528^100157256-@100157530^100157528-100157257^100157255-,12,-,100157528^,100157256-,100157530^100157528-100157257^100157255-
12@-@100157528^100157445-@100157530^100157528-100157446^100157444-,12,-,100157528^,100157445-,100157530^100157528-100157446^100157444-
12@+@132104170^132104375-@132104169^132104171-132104375^132104377-,12,+,132104170^,132104375-,132104169^132104171-132104375^132104377-
12@+@132104170^132104567-@132104169^132104171-132104567^132104569-,12,+,132104170^,132104567-,132104169^132104171-132104567^132104569-
12@+@132104170^132104950-@132104169^132104171-132104950^132104952-,12,+,132104170^,132104950-,132104169^132104171-132104950^132104952-
12@+@132104170^132104378-@132104169^132104171-132104378^132104380-,12,+,132104170^,132104378-,132104169^132104171-132104378^132104380-
12@+@31089490^31089891-@31089489^31089491-31089891^31089893-,12,+,31089490^,31089891-,31089489^31089491-31089891^31089893-
12@+@31089490^31089840-@31089489^31089491-31089840^31089842-,12,+,31089490^,31089840-,31089489^31089491-31089840^31089842-
12@+@31089490^31089886-@31089489^31089491-31089886^31089888-,12,+,31089490^,31089886-,31089489^31089491-31089886^31089888-
12@+@31089151^31089886-@31089150^31089152-31089886^31089888-,12,+,31089151^,31089886-,31089150^31089152-31089886^31089888-
12@+@31089151^31089403-@31089150^31089152-31089403^31089405-,12,+,31089151^,31089403-,31089150^31089152-31089403^31089405-
12@+@31103731^31103807-@31103730^31103732-31103807^31103809-,12,+,31103731^,31103807-,31103730^31103732-31103807^31103809-
12@-@31112112^31111809-@31112114^31112112-31111810^31111808-,12,-,31112112^,31111809-,31112114^31112112-31111810^31111808-
12@-@56746926^56746854-@56746928^56746926-56746855^56746853-,12,-,56746926^,56746854-,56746928^56746926-56746855^56746853-
12@-@55695522^55694970-@55695524^55695522-55694971^55694969-,12,-,55695522^,55694970-,55695524^55695522-55694971^55694969-
12@-@55695554^55694970-@55695556^55695554-55694971^55694969-,12,-,55695554^,55694970-,55695556^55695554-55694971^55694969-
13@-@73546800^73546674-@73546802^73546800-73546675^73546673-,13,-,73546800^,73546674-,73546802^73546800-73546675^73546673-
13@-@94468746^94466658-@94468748^94468746-94466659^94466657-,13,-,94468746^,94466658-,94468748^94468746-94466659^94466657-
13@+@105706917^105707100-@105706916^105706918-105707100^105707102-,13,+,105706917^,105707100-,105706916^105706918-105707100^105707102-
13@+@105706925^105707100-@105706924^105706926-105707100^105707102-,13,+,105706925^,105707100-,105706924^105706926-105707100^105707102-
13@+@105706917^105707100-@105706916^105706918-105707100^105707102-,13,+,105706917^,105707100-,105706916^105706918-105707100^105707102-
13@+@105718559^105718648-@105718558^105718560-105718648^105718650-,13,+,105718559^,105718648-,105718558^105718560-105718648^105718650-
13@+@105718852^105719047-@105718851^105718853-105719047^105719049-,13,+,105718852^,105719047-,105718851^105718853-105719047^105719049-
13@+@105706925^105707100-@105706924^105706926-105707100^105707102-,13,+,105706925^,105707100-,105706924^105706926-105707100^105707102-
13@+@105706917^105707100-@105706916^105706918-105707100^105707102-,13,+,105706917^,105707100-,105706916^105706918-105707100^105707102-
13@+@105706925^105707100-@105706924^105706926-105707100^105707102-,13,+,105706925^,105707100-,105706924^105706926-105707100^105707102-
13@+@105706917^105707100-@105706916^105706918-105707100^105707102-,13,+,105706917^,105707100-,105706916^105706918-105707100^105707102-
13@+@105706917^105707100-@105706916^105706918-105707100^105707102-,13,+,105706917^,105707100-,105706916^105706918-105707100^105707102-
13@+@105706925^105707100-@105706924^105706926-105707100^105707102-,13,+,105706925^,105707100-,105706924^105706926-105707100^105707102-
13@+@105706917^105707100-@105706916^105706918-105707100^105707102-,13,+,105706917^,105707100-,105706916^105706918-105707100^105707102-
13@+@105706917^105707100-@105706916^105706918-105707100^105707102-,13,+,105706917^,105707100-,105706916^105706918-105707100^105707102-
13@+@105706917^105707100-@105706916^105706918-105707100^105707102-,13,+,105706917^,105707100-,105706916^105706918-105707100^105707102-
13@+@105718559^105718648-@105718558^105718560-105718648^105718650-,13,+,105718559^,105718648-,105718558^105718560-105718648^105718650-
13@+@105730458^105731448-@105730457^105730459-105731448^105731450-,13,+,105730458^,105731448-,105730457^105730459-105731448^105731450-
13@-@19851689^19851448-@19851691^19851689-19851449^19851447-,13,-,19851689^,19851448-,19851691^19851689-19851449^19851447-
13@-@110210129^110210042-@110210131^110210129-110210043^110210041-,13,-,110210129^,110210042-,110210131^110210129-110210043^110210041-
13@+@112198355^112199939-@112198354^112198356-112199939^112199941-,13,+,112198355^,112199939-,112198354^112198356-112199939^112199941-
13@-@106559432^106557131-@106559434^106559432-106557132^106557130-,13,-,106559432^,106557131-,106559434^106559432-106557132^106557130-
13@+@98328807^98328949-@98328806^98328808-98328949^98328951-,13,+,98328807^,98328949-,98328806^98328808-98328949^98328951-
13@+@98328807^98329072-@98328806^98328808-98329072^98329074-,13,+,98328807^,98329072-,98328806^98328808-98329072^98329074-
13@+@50948068^50949463-@50948067^50948069-50949463^50949465-,13,+,50948068^,50949463-,50948067^50948069-50949463^50949465-
13@+@50953985^50956358-@50953984^50953986-50956358^50956360-,13,+,50953985^,50956358-,50953984^50953986-50956358^50956360-
13@+@50959596^50960149-@50959595^50959597-50960149^50960151-,13,+,50959596^,50960149-,50959595^50959597-50960149^50960151-
13@+@50528064^50528180-@50528063^50528065-50528180^50528182-,13,+,50528064^,50528180-,50528063^50528065-50528180^50528182-
13@-@37639258^37639129-@37639260^37639258-37639130^37639128-,13,-,37639258^,37639129-,37639260^37639258-37639130^37639128-
13@-@37637484^37637228-@37637486^37637484-37637229^37637227-,13,-,37637484^,37637228-,37637486^37637484-37637229^37637227-
13@+@20567785^20567885-@20567784^20567786-20567885^20567887-,13,+,20567785^,20567885-,20567784^20567786-20567885^20567887-
