ase_id,chr,strand,out_donor,out_acceptor,in_junction
10@+@69282650^69288671-@69282704^69288671-,10,+,69282650^,69288671-,69282704^69288671-
10@+@69282704^69288671-@69282724^69288671-,10,+,69282704^,69288671-,69282724^69288671-
10@+@69282650^69288671-@69282724^69288671-,10,+,69282650^,69288671-,69282724^69288671-
10@+@32446397^32451592-@32446631^32451592-,10,+,32446397^,32451592-,32446631^32451592-
10@+@113144013^113146011-@113144025^113146011-,10,+,113144013^,113146011-,113144025^113146011-
10@+@1035422^1035814-@1035506^1035814-,10,+,1035422^,1035814-,1035506^1035814-
10@+@1105241^1124218-@1105267^1124218-,10,+,1105241^,1124218-,1105267^1124218-
10@+@1125024^1129213-@1125073^1129213-,10,+,1125024^,1129213-,1125073^1129213-
10@-@53810556^53809546-@53810547^53809546-,10,-,53810556^,53809546-,53810547^53809546-
10@+@119792211^119796715-@119792213^119796715-,10,+,119792211^,119796715-,119792213^119796715-
10@-@45107001^45106730-@45106997^45106730-,10,-,45107001^,45106730-,45106997^45106730-
10@+@29409658^29415357-@29409683^29415357-,10,+,29409658^,29415357-,29409683^29415357-
10@+@29409658^29415357-@29409683^29415357-,10,+,29409658^,29415357-,29409683^29415357-
10@-@60080573^60068009-@60080537^60068009-,10,-,60080573^,60068009-,60080537^60068009-
10@-@60080573^60068009-@60080537^60076454-60073872^60068009-,10,-,60080573^,60068009-,60080537^60076454-60073872^60068009-
10@+@69919701^69921882-@69919727^69921882-,10,+,69919701^,69921882-,69919727^69921882-
10@+@6838008^6840391-@6838652^6840391-,10,+,6838008^,6840391-,6838652^6840391-
10@-@121565637^121564579-@121565438^121564579-,10,-,121565637^,121564579-,121565438^121564579-
10@-@121515123^121503941-@121515117^121503941-,10,-,121515123^,121503941-,121515117^121503941-
10@-@121485395^121480021-@121483698^121480021-,10,-,121485395^,121480021-,121483698^121480021-
10@+@28534034^28535562-@28534182^28535562-,10,+,28534034^,28535562-,28534182^28535562-
10@-@14908705^14899312-@14908458^14899312-,10,-,14908705^,14899312-,14908458^14899312-
10@-@92508113^92506522-@92507575^92506522-,10,-,92508113^,92506522-,92507575^92506522-
10@-@32936350^32935558-@32936242^32935558-,10,-,32936350^,32935558-,32936242^32935558-
10@-@32933482^32932600-@32933351^32932600-,10,-,32933482^,32932600-,32933351^32932600-
10@-@32932511^32930044-@32932506^32930044-,10,-,32932511^,32930044-,32932506^32930044-
10@-@32932515^32930044-@32932506^32930044-,10,-,32932515^,32930044-,32932506^32930044-
10@-@32932515^32930044-@32932511^32930044-,10,-,32932515^,32930044-,32932511^32930044-
10@-@32911527^32908534-@32911448^32910455-32910223^32908534-,10,-,32911527^,32908534-,32911448^32910455-32910223^32908534-
10@-@32929841^32926109-@32929822^32928264-32928094^32926109-,10,-,32929841^,32926109-,32929822^32928264-32928094^32926109-
10@+@32985757^33081342-@32985762^33081342-,10,+,32985757^,33081342-,32985762^33081342-
10@+@32985757^33081342-@32985762^33005307-33005415^33081342-,10,+,32985757^,33081342-,32985762^33005307-33005415^33081342-
10@-@73030271^73014289-@73030267^73016895-73016846^73014289-,10,-,73030271^,73014289-,73030267^73016895-73016846^73014289-
10@+@100781341^100806430-@100781365^100806430-,10,+,100781341^,100806430-,100781365^100806430-
10@+@100781341^100806430-@100781365^100786943-100787011^100806430-,10,+,100781341^,100806430-,100781365^100786943-100787011^100806430-
10@-@90748839^90742528-@90748834^90742528-,10,-,90748839^,90742528-,90748834^90742528-
10@+@26650657^26653065-@26650791^26653065-,10,+,26650657^,26653065-,26650791^26653065-
10@+@114776161^114777951-@114776165^114777951-,10,+,114776161^,114777951-,114776165^114777951-
10@+@114776161^114777951-@114776292^114777951-,10,+,114776161^,114777951-,114776292^114777951-
10@+@114776165^114777951-@114776292^114777951-,10,+,114776165^,114777951-,114776292^114777951-
10@-@75095728^75094878-@75095575^75094878-,10,-,75095728^,75094878-,75095575^75094878-
10@-@75235620^75235372-@75235616^75235372-,10,-,75235620^,75235372-,75235616^75235372-
10@+@73496483^73499595-@73496906^73499595-,10,+,73496483^,73499595-,73496906^73499595-
10@+@73496483^73499595-@73496906^73498733-73498867^73499595-,10,+,73496483^,73499595-,73496906^73498733-73498867^73499595-
10@+@73496483^73499595-@73496906^73498650-73498867^73499595-,10,+,73496483^,73499595-,73496906^73498650-73498867^73499595-
10@+@73496483^73499595-@73496906^73498298-73498867^73499595-,10,+,73496483^,73499595-,73496906^73498298-73498867^73499595-
10@-@73874401^73873083-@73874397^73873083-,10,-,73874401^,73873083-,73874397^73873083-
10@-@73825321^73824084-@73825279^73824084-,10,-,73825321^,73824084-,73825279^73824084-
10@-@73819532^73818895-@73819427^73818895-,10,-,73819532^,73818895-,73819427^73818895-
10@-@35089896^35071339-@35089890^35071339-,10,-,35089896^,35071339-,35089890^35071339-
10@-@35090179^35071339-@35089896^35071339-,10,-,35090179^,35071339-,35089896^35071339-
10@-@35032435^35011964-@35031491^35031386-35031300^35029640-35029488^35028887-35028810^35025198-35025132^35016394-35016192^35013800-35013699^35011964-,10,-,35032435^,35011964-,35031491^35031386-35031300^35029640-35029488^35028887-35028810^35025198-35025132^35016394-35016192^35013800-35013699^35011964-
10@-@35032435^35011964-@35031300^35029640-35029488^35028887-35028810^35025198-35025132^35016394-35016192^35013800-35013699^35011964-,10,-,35032435^,35011964-,35031300^35029640-35029488^35028887-35028810^35025198-35025132^35016394-35016192^35013800-35013699^35011964-
10@-@13499778^13496888-@13499739^13496888-,10,-,13499778^,13496888-,13499739^13496888-
12@+@5021768^5022491-@5021842^5022491-,12,+,5021768^,5022491-,5021842^5022491-
12@+@8788760^8794305-@8788786^8790000-8790263^8794305-,12,+,8788760^,8794305-,8788786^8790000-8790263^8794305-
12@-@8539200^8536205-@8539142^8536205-,12,-,8539200^,8536205-,8539142^8536205-
12@+@10213617^10218063-@10213714^10213836-10213974^10214074-10214187^10218063-,12,+,10213617^,10218063-,10213714^10213836-10213974^10214074-10214187^10218063-
12@+@10311615^10313410-@10311619^10313410-,12,+,10311615^,10313410-,10311619^10313410-
12@-@10612815^10610680-@10612640^10610680-,12,-,10612815^,10610680-,10612640^10610680-
12@-@10713211^10704148-@10709908^10704148-,12,-,10713211^,10704148-,10709908^10704148-
12@-@10704060^10702134-@10704051^10702134-,12,-,10704060^,10702134-,10704051^10702134-
12@-@10704060^10702134-@10704051^10703619-10703523^10702134-,12,-,10704060^,10702134-,10704051^10703619-10703523^10702134-
12@+@15595057^15596090-@15595640^15596090-,12,+,15595057^,15596090-,15595640^15596090-
12@-@10127747^10125448-@10126571^10125448-,12,-,10127747^,10125448-,10126571^10125448-
12@+@11559382^11563701-@11559465^11563701-,12,+,11559382^,11563701-,11559465^11563701-
12@-@11435126^11431562-@11434992^11431562-,12,-,11435126^,11431562-,11434992^11431562-
12@+@27302188^27308339-@27302255^27308339-,12,+,27302188^,27308339-,27302255^27308339-
12@+@27302188^27309114-@27302255^27308339-27308461^27309114-,12,+,27302188^,27309114-,27302255^27308339-27308461^27309114-
12@+@16354270^16357605-@16354378^16357605-,12,+,16354270^,16357605-,16354378^16357605-
12@-@15684197^15682972-@15684169^15682972-,12,-,15684197^,15682972-,15684169^15682972-
12@-@42589598^42472564-@42589465^42550329-42550208^42472564-,12,-,42589598^,42472564-,42589465^42550329-42550208^42472564-
12@-@20125739^20124499-@20125727^20124499-,12,-,20125739^,20124499-,20125727^20124499-
12@+@31659789^31661841-@31660069^31660796-31660983^31661841-,12,+,31659789^,31661841-,31660069^31660796-31660983^31661841-
12@+@23054154^23057166-@23054323^23057166-,12,+,23054154^,23057166-,23054323^23057166-
12@+@23185542^23188127-@23185594^23188127-,12,+,23185542^,23188127-,23185594^23188127-
12@-@53075095^53073471-@53074649^53073471-,12,-,53075095^,53073471-,53074649^53073471-
12@-@46268865^46229639-@46268526^46243314-46243200^46239893-46239679^46229639-,12,-,46268865^,46229639-,46268526^46243314-46243200^46239893-46239679^46229639-
12@+@49923877^49924140-@49924000^49924140-,12,+,49923877^,49924140-,49924000^49924140-
12@+@49923877^49924331-@49924000^49924331-,12,+,49923877^,49924331-,49924000^49924331-
12@+@49924000^49924936-@49924513^49924936-,12,+,49924000^,49924936-,49924513^49924936-
12@+@49923877^49924936-@49924513^49924936-,12,+,49923877^,49924936-,49924513^49924936-
12@+@49923877^49924936-@49924000^49924331-49924513^49924936-,12,+,49923877^,49924936-,49924000^49924331-49924513^49924936-
12@+@49923877^49924936-@49924000^49924140-49924513^49924936-,12,+,49923877^,49924936-,49924000^49924140-49924513^49924936-
12@+@49923877^49924936-@49924000^49924936-,12,+,49923877^,49924936-,49924000^49924936-
12@+@49926137^49926948-@49926145^49926948-,12,+,49926137^,49926948-,49926145^49926948-
12@+@57230462^57230803-@57230660^57230803-,12,+,57230462^,57230803-,57230660^57230803-
12@+@57230660^57230803-@57230666^57230803-,12,+,57230660^,57230803-,57230666^57230803-
12@+@57230462^57230803-@57230666^57230803-,12,+,57230462^,57230803-,57230666^57230803-
12@+@57230235^57230803-@57230256^57230803-,12,+,57230235^,57230803-,57230256^57230803-
12@+@57231913^57232211-@57231917^57232211-,12,+,57231913^,57232211-,57231917^57232211-
12@+@57232292^57232704-@57232575^57232704-,12,+,57232292^,57232704-,57232575^57232704-
12@-@54610180^54609677-@54610172^54609677-,12,-,54610180^,54609677-,54610172^54609677-
12@-@54608653^54608411-@54608619^54608411-,12,-,54608653^,54608411-,54608619^54608411-
12@-@54609633^54608411-@54609606^54608411-,12,-,54609633^,54608411-,54609606^54608411-
12@+@58805982^58811922-@58806059^58811922-,12,+,58805982^,58811922-,58806059^58811922-
12@+@48135038^48137721-@48135383^48137721-,12,+,48135038^,48137721-,48135383^48137721-
12@+@48139349^48139849-@48139504^48139849-,12,+,48139349^,48139849-,48139504^48139849-
12@+@41764806^41765320-@41765050^41765320-,12,+,41764806^,41765320-,41765050^41765320-
12@+@41764257^41765320-@41764265^41765320-,12,+,41764257^,41765320-,41764265^41765320-
12@-@50134546^50130694-@50134400^50130694-,12,-,50134546^,50130694-,50134400^50130694-
12@+@59689390^59704772-@59689470^59704772-,12,+,59689390^,59704772-,59689470^59704772-
12@+@56587659^56588294-@56587664^56588294-,12,+,56587659^,56588294-,56587664^56588294-
12@-@57827552^57827097-@57827534^57827097-,12,-,57827552^,57827097-,57827534^57827097-
12@-@79788648^79786478-@79786777^79786478-,12,-,79788648^,79786478-,79786777^79786478-
12@-@79788648^79781862-@79786777^79786478-79786374^79781862-,12,-,79788648^,79781862-,79786777^79786478-79786374^79781862-
12@-@79779339^79778600-@79779321^79778600-,12,-,79779339^,79778600-,79779321^79778600-
12@-@53201147^53200446-@53201118^53200446-,12,-,53201147^,53200446-,53201118^53200446-
12@-@53201118^53200446-@53201072^53200446-,12,-,53201118^,53200446-,53201072^53200446-
12@-@53201147^53200446-@53201072^53200446-,12,-,53201147^,53200446-,53201072^53200446-
12@+@71700878^71703977-@71701025^71703977-,12,+,71700878^,71703977-,71701025^71703977-
12@-@54399864^54398698-@54399645^54398698-,12,-,54399864^,54398698-,54399645^54398698-
12@-@50016635^50006636-@50016631^50006636-,12,-,50016635^,50006636-,50016631^50006636-
12@+@49742115^49752464-@49742280^49752464-,12,+,49742115^,49752464-,49742280^49752464-
12@-@51302686^51299714-@51302020^51299714-,12,-,51302686^,51299714-,51302020^51299714-
12@-@69693729^69678893-@69693674^69678893-,12,-,69693729^,69678893-,69693674^69678893-
12@-@51383492^51382509-@51383461^51382509-,12,-,51383492^,51382509-,51383461^51382509-
12@-@53229911^53227687-@53229842^53227687-,12,-,53229911^,53227687-,53229842^53227687-
12@-@50333923^50330758-@50333911^50331821-50331670^50330758-,12,-,50333923^,50330758-,50333911^50331821-50331670^50330758-
12@+@78477489^78482785-@78477511^78482785-,12,+,78477489^,78482785-,78477511^78482785-
12@+@80763214^80763590-@80763228^80763590-,12,+,80763214^,80763590-,80763228^80763590-
12@+@80763617^80764222-@80763704^80764222-,12,+,80763617^,80764222-,80763704^80764222-
12@+@80763648^80764222-@80763704^80764222-,12,+,80763648^,80764222-,80763704^80764222-
12@+@80763617^80764222-@80763648^80764222-,12,+,80763617^,80764222-,80763648^80764222-
12@-@95436563^95416098-@95436559^95416098-,12,-,95436563^,95416098-,95436559^95416098-
12@+@67305312^67307397-@67306597^67307397-,12,+,67305312^,67307397-,67306597^67307397-
12@+@82358824^82386803-@82358916^82386803-,12,+,82358824^,82386803-,82358916^82386803-
12@-@96399345^96334865-@96399334^96334865-,12,-,96399345^,96334865-,96399334^96334865-
12@-@95980815^95980721-@95980798^95980721-,12,-,95980815^,95980721-,95980798^95980721-
12@-@53726244^53725759-@53726200^53725759-,12,-,53726244^,53725759-,53726200^53725759-
12@-@53724645^53723783-@53724585^53723783-,12,-,53724645^,53723783-,53724585^53723783-
12@-@95919554^95918976-@95919439^95918976-,12,-,95919554^,95918976-,95919439^95918976-
12@+@53181992^53184891-@53182190^53184891-,12,+,53181992^,53184891-,53182190^53184891-
12@+@100532598^100534890-@100532610^100534890-,12,+,100532598^,100534890-,100532610^100534890-
12@-@93411126^93410874-@93411053^93410874-,12,-,93411126^,93410874-,93411053^93410874-
12@+@62535640^62537151-@62535709^62537151-,12,+,62535640^,62537151-,62535709^62537151-
12@+@51241039^51242330-@51241116^51242330-,12,+,51241039^,51242330-,51241116^51242330-
12@+@88142396^88148288-@88142487^88148288-,12,+,88142396^,88148288-,88142487^88148288-
12@-@121331347^121330672-@121331227^121330672-,12,-,121331347^,121330672-,121331227^121330672-
12@+@121899845^121903006-@121899889^121903006-,12,+,121899845^,121903006-,121899889^121903006-
12@+@68611052^68648699-@68611056^68648699-,12,+,68611052^,68648699-,68611056^68648699-
12@+@68611043^68648699-@68611056^68648699-,12,+,68611043^,68648699-,68611056^68648699-
12@+@68611043^68648699-@68611052^68648699-,12,+,68611043^,68648699-,68611052^68648699-
12@+@68611043^68648699-@68611052^68641038-68641153^68648699-,12,+,68611043^,68648699-,68611052^68641038-68641153^68648699-
12@+@68611043^68648699-@68611052^68624675-68624873^68648699-,12,+,68611043^,68648699-,68611052^68624675-68624873^68648699-
12@+@68611043^68648699-@68611052^68624671-68624873^68648699-,12,+,68611043^,68648699-,68611052^68624671-68624873^68648699-
12@+@68611043^68654112-@68611052^68648706-68648781^68650400-68650468^68651995-68652051^68654112-,12,+,68611043^,68654112-,68611052^68648706-68648781^68650400-68650468^68651995-68652051^68654112-
12@-@117046777^117046666-@117046772^117046666-,12,-,117046777^,117046666-,117046772^117046666-
12@-@121274064^121270945-@121274056^121270945-,12,-,121274064^,121270945-,121274056^121270945-
12@-@96234350^96231906-@96234037^96231906-,12,-,96234350^,96231906-,96234037^96231906-
12@+@93378693^93394609-@93378790^93394609-,12,+,93378693^,93394609-,93378790^93394609-
12@+@57201905^57202421-@57201947^57202421-,12,+,57201905^,57202421-,57201947^57202421-
12@+@121918695^121921286-@121918708^121921286-,12,+,121918695^,121921286-,121918708^121921286-
12@-@126873334^126870562-@126873326^126870562-,12,-,126873334^,126870562-,126873326^126870562-
12@-@126873390^126870559-@126873326^126870559-,12,-,126873390^,126870559-,126873326^126870559-
12@+@71566912^71571514-@71567096^71567216-71567315^71571514-,12,+,71566912^,71571514-,71567096^71567216-71567315^71571514-
12@+@129111515^129113065-@129111669^129113065-,12,+,129111515^,129113065-,129111669^129113065-
12@+@100267396^100291503-@100267792^100282943-100283147^100291503-,12,+,100267396^,100291503-,100267792^100282943-100283147^100291503-
12@+@126442588^126442966-@126442663^126442966-,12,+,126442588^,126442966-,126442663^126442966-
12@+@126458130^126462718-@126458541^126462718-,12,+,126458130^,126462718-,126458541^126462718-
12@+@126442588^126444885-@126442663^126442966-126443027^126444885-,12,+,126442588^,126444885-,126442663^126442966-126443027^126444885-
12@+@126458130^126462718-@126458541^126462718-,12,+,126458130^,126462718-,126458541^126462718-
12@+@126466727^126468758-@126467321^126468758-,12,+,126466727^,126468758-,126467321^126468758-
12@+@126405048^126406092-@126405310^126406092-,12,+,126405048^,126406092-,126405310^126406092-
12@+@93176014^93179560-@93176029^93179560-,12,+,93176014^,93179560-,93176029^93179560-
12@+@126737156^126742740-@126737186^126742740-,12,+,126737156^,126742740-,126737186^126742740-
12@+@126737156^126743376-@126737186^126743376-,12,+,126737156^,126743376-,126737186^126743376-
12@+@126737156^126744770-@126737186^126743376-126743480^126744770-,12,+,126737156^,126744770-,126737186^126743376-126743480^126744770-
12@+@126737156^126744770-@126737186^126744770-,12,+,126737156^,126744770-,126737186^126744770-
12@+@126737156^126744770-@126737186^126742740-126743480^126744770-,12,+,126737156^,126744770-,126737186^126742740-126743480^126744770-
12@+@126737156^126744770-@126737186^126744770-,12,+,126737156^,126744770-,126737186^126744770-
12@+@126737156^126744770-@126737186^126742740-126743480^126744770-,12,+,126737156^,126744770-,126737186^126742740-126743480^126744770-
12@+@126737156^126744775-@126737186^126742740-126743480^126744775-,12,+,126737156^,126744775-,126737186^126742740-126743480^126744775-
12@+@126744888^126745006-@126744919^126745006-,12,+,126744888^,126745006-,126744919^126745006-
12@+@126744888^126745006-@126744919^126745006-,12,+,126744888^,126745006-,126744919^126745006-
12@+@126737156^126745006-@126737186^126743376-126743480^126744770-126744919^126745006-,12,+,126737156^,126745006-,126737186^126743376-126743480^126744770-126744919^126745006-
12@+@126737156^126745006-@126737186^126742740-126743480^126744770-126744919^126745006-,12,+,126737156^,126745006-,126737186^126742740-126743480^126744770-126744919^126745006-
12@+@126745332^126746596-@126745881^126746596-,12,+,126745332^,126746596-,126745881^126746596-
12@+@126744888^126745006-@126744919^126745006-,12,+,126744888^,126745006-,126744919^126745006-
12@+@126744888^126745006-@126744919^126745006-,12,+,126744888^,126745006-,126744919^126745006-
12@+@126027313^126030581-@126027717^126030581-,12,+,126027313^,126030581-,126027717^126030581-
12@+@133130754^133144434-@133131014^133144434-,12,+,133130754^,133144434-,133131014^133144434-
12@-@5239980^5238323-@5239888^5238323-,12,-,5239980^,5238323-,5239888^5238323-
12@+@111889000^111890040-@111889006^111890040-,12,+,111889000^,111890040-,111889006^111890040-
12@+@118017815^118017995-@118017852^118017995-,12,+,118017815^,118017995-,118017852^118017995-
12@+@118017815^118019072-@118018053^118019072-,12,+,118017815^,118019072-,118018053^118019072-
12@+@118017815^118019072-@118017852^118017995-118018053^118019072-,12,+,118017815^,118019072-,118017852^118017995-118018053^118019072-
12@-@128112711^128112423-@128112705^128112423-,12,-,128112711^,128112423-,128112705^128112423-
12@+@127948922^127949974-@127948958^127949974-,12,+,127948922^,127949974-,127948958^127949974-
12@+@127944787^127949974-@127944799^127949974-,12,+,127944787^,127949974-,127944799^127949974-
12@+@127944787^127949974-@127944799^127948824-127948922^127949974-,12,+,127944787^,127949974-,127944799^127948824-127948922^127949974-
12@+@127944787^127949974-@127944799^127948824-127948958^127949974-,12,+,127944787^,127949974-,127944799^127948824-127948958^127949974-
12@+@127944787^127948824-@127944799^127947472-127947949^127948824-,12,+,127944787^,127948824-,127944799^127947472-127947949^127948824-
12@+@127948922^127949974-@127948958^127949974-,12,+,127948922^,127949974-,127948958^127949974-
12@+@127944787^127949974-@127944799^127949974-,12,+,127944787^,127949974-,127944799^127949974-
12@+@127944787^127949974-@127944799^127947472-127947949^127948824-127948958^127949974-,12,+,127944787^,127949974-,127944799^127947472-127947949^127948824-127948958^127949974-
12@-@68933142^68932840-@68933130^68932840-,12,-,68933142^,68932840-,68933130^68932840-
12@-@68933160^68932840-@68933142^68932840-,12,-,68933160^,68932840-,68933142^68932840-
12@+@65558671^65559581-@65558763^65559581-,12,+,65558671^,65559581-,65558763^65559581-
12@-@111936742^111934030-@111936692^111934030-,12,-,111936742^,111934030-,111936692^111934030-
12@-@127636402^127636118-@127636203^127636118-,12,-,127636402^,127636118-,127636203^127636118-
12@-@127632575^127631705-@127632374^127631705-,12,-,127632575^,127631705-,127632374^127631705-
12@-@131492757^131474458-@131492348^131474458-,12,-,131492757^,131474458-,131492348^131474458-
12@-@131492757^131469456-@131492348^131474458-131474307^131469456-,12,-,131492757^,131469456-,131492348^131474458-131474307^131469456-
12@+@10750300^10769393-@10750459^10769393-,12,+,10750300^,10769393-,10750459^10769393-
12@-@1801049^1800438-@1801043^1800438-,12,-,1801049^,1800438-,1801043^1800438-
12@+@1827594^1827729-@1827630^1827729-,12,+,1827594^,1827729-,1827630^1827729-
12@+@1827594^1828076-@1827630^1828076-,12,+,1827594^,1828076-,1827630^1828076-
12@+@8919866^8920985-@8919917^8920985-,12,+,8919866^,8920985-,8919917^8920985-
12@+@8932831^8933865-@8933350^8933865-,12,+,8932831^,8933865-,8933350^8933865-
12@+@8932831^8933865-@8933063^8933255-8933350^8933865-,12,+,8932831^,8933865-,8933063^8933255-8933350^8933865-
12@-@57475833^57475615-@57475776^57475615-,12,-,57475833^,57475615-,57475776^57475615-
12@+@57489345^57490207-@57489558^57489896-57489971^57490207-,12,+,57489345^,57490207-,57489558^57489896-57489971^57490207-
12@+@57515991^57516245-@57516158^57516245-,12,+,57515991^,57516245-,57516158^57516245-
12@+@57529325^57529934-@57529329^57529611-57529674^57529934-,12,+,57529325^,57529934-,57529329^57529611-57529674^57529934-
12@+@57745217^57745745-@57745231^57745745-,12,+,57745217^,57745745-,57745231^57745745-
12@+@57745873^57747018-@57745912^57746176-57746256^57746593-57746720^57747018-,12,+,57745873^,57747018-,57745912^57746176-57746256^57746593-57746720^57747018-
12@+@57745873^57747018-@57745912^57746176-57746256^57746589-57746720^57747018-,12,+,57745873^,57747018-,57745912^57746176-57746256^57746589-57746720^57747018-
12@+@57745873^57747018-@57745912^57746176-57746256^57746350-57746448^57746589-57746720^57747018-,12,+,57745873^,57747018-,57745912^57746176-57746256^57746350-57746448^57746589-57746720^57747018-
12@-@57751500^57751090-@57751207^57751090-,12,-,57751500^,57751090-,57751207^57751090-
12@+@57773073^57774629-@57773128^57774629-,12,+,57773073^,57774629-,57773128^57774629-
12@+@57782858^57783110-@57782877^57783110-,12,+,57782858^,57783110-,57782877^57783110-
12@+@57783652^57786163-@57784170^57786163-,12,+,57783652^,57786163-,57784170^57786163-
12@+@88043715^88046807-@88045779^88046807-,12,+,88043715^,88046807-,88045779^88046807-
12@+@7157691^7157941-@7157746^7157941-,12,+,7157691^,7157941-,7157746^7157941-
12@-@9099466^9095700-@9099381^9098756-9098607^9095700-,12,-,9099466^,9095700-,9099381^9098756-9098607^9095700-
12@+@122054926^122059092-@122054989^122059092-,12,+,122054926^,122059092-,122054989^122059092-
12@+@65279049^65308529-@65279071^65306863-65307026^65308529-,12,+,65279049^,65308529-,65279071^65306863-65307026^65308529-
12@+@50077049^50077213-@50077060^50077213-,12,+,50077049^,50077213-,50077060^50077213-
12@+@50080589^50081102-@50080727^50081102-,12,+,50080589^,50081102-,50080727^50081102-
12@+@105133896^105137886-@105133899^105137886-,12,+,105133896^,105137886-,105133899^105137886-
12@-@48681972^48681641-@48681858^48681641-,12,-,48681972^,48681641-,48681858^48681641-
12@-@48681571^48679833-@48681382^48679833-,12,-,48681571^,48679833-,48681382^48679833-
12@-@48660468^48655060-@48660366^48655060-,12,-,48660468^,48655060-,48660366^48655060-
12@-@48654953^48654175-@48654941^48654175-,12,-,48654953^,48654175-,48654941^48654175-
12@+@96907624^96909752-@96907856^96909752-,12,+,96907624^,96909752-,96907856^96909752-
12@+@96907624^96917621-@96907856^96909752-96909895^96912723-96912817^96917621-,12,+,96907624^,96917621-,96907856^96909752-96909895^96912723-96912817^96917621-
12@+@96907624^96917621-@96907856^96917621-,12,+,96907624^,96917621-,96907856^96917621-
12@+@53058827^53059047-@53058854^53059047-,12,+,53058827^,53059047-,53058854^53059047-
12@+@53059967^53060405-@53060258^53060405-,12,+,53059967^,53060405-,53060258^53060405-
12@+@53059967^53060405-@53059971^53060167-53060258^53060405-,12,+,53059967^,53060405-,53059971^53060167-53060258^53060405-
12@+@53062691^53063089-@53062697^53063089-,12,+,53062691^,53063089-,53062697^53063089-
12@-@929819^927263-@929764^927263-,12,-,929819^,927263-,929764^927263-
12@-@929819^927263-@929764^927263-,12,-,929819^,927263-,929764^927263-
12@-@949606^933076-@949602^933076-,12,-,949606^,933076-,949602^933076-
12@-@930051^929886-@929973^929886-,12,-,930051^,929886-,929973^929886-
12@-@929819^927263-@929764^927263-,12,-,929819^,927263-,929764^927263-
12@-@927145^925525-@926796^925525-,12,-,927145^,925525-,926796^925525-
12@-@914431^914121-@914411^914121-,12,-,914431^,914121-,914411^914121-
12@-@6978421^6977525-@6978341^6977745-6977598^6977525-,12,-,6978421^,6977525-,6978341^6977745-6977598^6977525-
12@+@7190524^7190888-@7190569^7190888-,12,+,7190524^,7190888-,7190569^7190888-
12@+@7190524^7191226-@7190569^7190888-7190923^7191226-,12,+,7190524^,7191226-,7190569^7190888-7190923^7191226-
12@-@109793527^109792817-@109793485^109792817-,12,-,109793527^,109792817-,109793485^109792817-
12@-@109858140^109857659-@109857855^109857659-,12,-,109858140^,109857659-,109857855^109857659-
12@-@109857583^109855769-@109857526^109855769-,12,-,109857583^,109855769-,109857526^109855769-
12@-@18737935^18737509-@18737932^18737509-,12,-,18737935^,18737509-,18737932^18737509-
12@-@120581115^120579923-@120580996^120579923-,12,-,120581115^,120579923-,120580996^120579923-
12@-@120581115^120579597-@120580996^120579923-120579774^120579597-,12,-,120581115^,120579597-,120580996^120579923-120579774^120579597-
12@-@48968203^48968006-@48968149^48968006-,12,-,48968203^,48968006-,48968149^48968006-
12@-@49066968^49066701-@49066956^49066701-,12,-,49066968^,49066701-,49066956^49066701-
12@+@6724368^6724614-@6724378^6724614-,12,+,6724368^,6724614-,6724378^6724614-
12@+@6724152^6728223-@6724179^6724614-6724818^6727926-6728001^6728223-,12,+,6724152^,6728223-,6724179^6724614-6724818^6727926-6728001^6728223-
12@+@6814300^6814759-@6814463^6814759-,12,+,6814300^,6814759-,6814463^6814759-
12@+@6823763^6825484-@6824765^6825484-,12,+,6823763^,6825484-,6824765^6825484-
12@+@6843695^6843777-@6843698^6843777-,12,+,6843695^,6843777-,6843698^6843777-
12@+@6944565^6945771-@6944652^6945771-,12,+,6944565^,6945771-,6944652^6945771-
12@+@6951515^6951609-@6951520^6951609-,12,+,6951515^,6951609-,6951520^6951609-
12@-@111485271^111470742-@111485265^111470742-,12,-,111485271^,111470742-,111485265^111470742-
12@-@111485271^111470742-@111485265^111479102-111479070^111470742-,12,-,111485271^,111470742-,111485265^111479102-111479070^111470742-
12@-@111519879^111518427-@111519832^111518427-,12,-,111519879^,111518427-,111519832^111518427-
12@-@111485271^111479102-@111485265^111479102-,12,-,111485271^,111479102-,111485265^111479102-
12@-@111485271^111470742-@111485265^111470742-,12,-,111485271^,111470742-,111485265^111470742-
12@-@76059798^76056161-@76059777^76056161-,12,-,76059798^,76056161-,76059777^76056161-
12@-@76053833^76053110-@76053770^76053350-76053205^76053110-,12,-,76053833^,76053110-,76053770^76053350-76053205^76053110-
12@-@76048421^76047718-@76048393^76047718-,12,-,76048421^,76047718-,76048393^76047718-
12@-@55838606^55838007-@55838500^55838007-,12,-,55838606^,55838007-,55838500^55838007-
12@+@55937543^55937978-@55937557^55937978-,12,+,55937543^,55937978-,55937557^55937978-
12@+@55940168^55940314-@55940170^55940314-,12,+,55940168^,55940314-,55940170^55940314-
12@+@55939529^55940314-@55940170^55940314-,12,+,55939529^,55940314-,55940170^55940314-
12@-@6652945^6652770-@6652936^6652770-,12,-,6652945^,6652770-,6652936^6652770-
12@-@6652945^6652767-@6652936^6652767-,12,-,6652945^,6652767-,6652936^6652767-
12@-@6652662^6651385-@6652271^6651385-,12,-,6652662^,6651385-,6652271^6651385-
12@-@57070820^57069306-@57070674^57069306-,12,-,57070820^,57069306-,57070674^57069306-
